driver_number,broadcast_name,country_code_x,year,session_name,date_start,time_start,date_end,time_end,gmt_offset,starting_position,wins_before,pit_stops_count,avg_pit_stop_duration,qualifying_position_y,num_stints,used_soft,used_medium,used_hard,num_red_flags,num_safety_car_deployed,num_yellow_flags,num_double_yellow_flags,penalty_seconds,air_temp_mean,track_temp_mean,humidity_mean,pressure_mean,is_rainfall,wind_speed_mean,final_position
1,M VERSTAPPEN,NED,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,7,32,2,26.1,6,3,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,6
3,D RICCIARDO,AUS,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,12,0,1,30.3,12,2,0,1,1,0,0,0,0,15,33.1,49.31,32.29,993.23,0,1.52,13
4,L NORRIS,GBR,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,1,3,2,24.450000000000003,5,3,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,3
10,P GASLY,FRA,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,14,0,2,24.25,14,3,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,15
11,S PEREZ,MEX,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,8,3,2,24.35,18,3,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,8
14,F ALONSO,ESP,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,11,0,2,24.65,11,3,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,11
16,C LECLERC,MON,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,4,1,1,24.5,3,2,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,1
18,L STROLL,CAN,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,17,0,3,24.766666666666666,15,4,1,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,19
20,K MAGNUSSEN,DEN,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,13,0,1,25.6,16,2,0,1,1,0,0,0,0,10,33.1,49.31,32.29,993.23,0,1.52,10
22,Y TSUNODA,JPN,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,16,0,0,0.0,13,1,0,0,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,20
23,A ALBON,THA,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,9,0,1,24.8,8,2,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,9
24,G ZHOU,CHN,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,20,0,1,27.1,20,2,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,18
27,N HULKENBERG,GER,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,10,0,2,37.65,10,3,0,1,1,0,0,0,0,10,33.1,49.31,32.29,993.23,0,1.52,17
31,E OCON,FRA,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,15,0,1,24.1,17,2,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,14
43,F COLAPINTO,ARG,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,18,0,1,25.1,9,2,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,12
44,L HAMILTON,GBR,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,6,1,2,24.25,1,3,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,5
55,C SAINZ,ESP,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,5,2,1,24.3,7,2,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,4
63,G RUSSELL,GBR,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,3,3,2,29.4,2,3,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,7
77,V BOTTAS,FIN,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,19,0,1,24.4,19,2,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,16
81,O PIASTRI,AUS,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,2,1,2,24.15,4,3,0,1,1,0,0,0,0,0,33.1,49.31,32.29,993.23,0,1.52,2
1,M VERSTAPPEN,NED,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,6,32,2,20.9,1,3,1,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,5
3,D RICCIARDO,AUS,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,14,0,1,21.9,2,2,1,0,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,13
4,L NORRIS,GBR,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,15,3,1,19.7,3,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,4
10,P GASLY,FRA,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,18,0,1,20.2,4,2,1,0,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,12
11,S PEREZ,MEX,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,4,3,1,20.6,5,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,17
14,F ALONSO,ESP,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,7,0,1,20.0,6,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,6
16,C LECLERC,MON,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,1,2,1,20.6,7,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,2
18,L STROLL,CAN,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,13,0,2,20.65,8,3,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,19
22,Y TSUNODA,JPN,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,11,0,1,20.9,9,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,20
23,A ALBON,THA,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,9,0,1,20.2,10,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,7
24,G ZHOU,CHN,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,17,0,1,20.5,11,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,14
27,N HULKENBERG,GER,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,12,0,1,21.6,12,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,11
31,E OCON,FRA,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,20,0,1,20.6,13,2,1,0,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,15
43,F COLAPINTO,ARG,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,8,0,1,20.5,14,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,8
44,L HAMILTON,GBR,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,19,1,1,21.2,15,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,9
50,O BEARMAN,GBR,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,10,0,1,21.2,16,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,10
55,C SAINZ,ESP,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,3,2,1,21.4,17,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,18
63,G RUSSELL,GBR,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,5,3,1,19.9,18,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,3
77,V BOTTAS,FIN,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,16,0,1,20.0,19,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,16
81,O PIASTRI,AUS,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,2,1,1,20.1,20,2,0,1,1,0,1,12,8,0,26.71,44.35,38.02,1017.64,0,1.55,1
1,M VERSTAPPEN,NED,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,2,32,1,29.6,4,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,2
3,D RICCIARDO,AUS,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,16,0,3,29.633333333333336,17,4,1,1,0,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,18
4,L NORRIS,GBR,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,1,3,1,29.0,1,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,1
10,P GASLY,FRA,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,18,0,1,31.5,14,2,1,1,0,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,17
11,S PEREZ,MEX,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,13,3,1,28.9,15,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,10
14,F ALONSO,ESP,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,7,0,1,29.2,10,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,8
16,C LECLERC,MON,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,9,2,1,29.0,5,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,5
18,L STROLL,CAN,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,17,0,1,29.8,18,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,14
20,K MAGNUSSEN,DEN,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,14,0,2,30.45,13,3,1,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,19
22,Y TSUNODA,JPN,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,8,0,1,29.6,11,2,1,1,0,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,12
23,A ALBON,THA,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,11,0,1,29.1,8,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,20
24,G ZHOU,CHN,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,20,0,1,29.3,20,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,15
27,N HULKENBERG,GER,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,6,0,1,29.8,12,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,9
31,E OCON,FRA,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,15,0,1,29.6,16,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,13
43,F COLAPINTO,ARG,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,12,0,1,29.7,9,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,11
44,L HAMILTON,GBR,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,3,1,1,29.2,7,2,1,0,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,6
55,C SAINZ,ESP,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,10,2,1,29.3,6,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,7
63,G RUSSELL,GBR,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,4,3,1,28.7,2,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,4
77,V BOTTAS,FIN,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,19,0,1,30.4,19,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,16
81,O PIASTRI,AUS,2024,Race,2024-09-22,12:00:00,2024-09-22,14:00:00,08:00:00,5,2,1,29.1,3,2,0,1,1,0,0,0,0,0,30.79,36.45,74.65,1008.02,0,0.96,3
1,M VERSTAPPEN,NED,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,2,32,0,0.0,3,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,3
1,M VERSTAPPEN,NED,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,2,32,0,0.0,3,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,3
4,L NORRIS,GBR,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,1,4,0,0.0,4,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,4
4,L NORRIS,GBR,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,1,4,0,0.0,4,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,4
10,P GASLY,FRA,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,6,0,0,0.0,12,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,12
10,P GASLY,FRA,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,6,0,0,0.0,12,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,12
11,S PEREZ,MEX,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,9,3,0,0.0,16,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,7
11,S PEREZ,MEX,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,9,3,0,0.0,16,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,7
14,F ALONSO,ESP,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,7,0,0,0.0,9,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,13
14,F ALONSO,ESP,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,7,0,0,0.0,9,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,13
16,C LECLERC,MON,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,4,2,0,0.0,2,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,1
16,C LECLERC,MON,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,4,3,0,0.0,2,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,1
18,L STROLL,CAN,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,13,0,0,0.0,15,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,15
18,L STROLL,CAN,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,13,0,0,0.0,15,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,15
20,K MAGNUSSEN,DEN,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,8,0,0,0.0,8,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,11
20,K MAGNUSSEN,DEN,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,8,0,0,0.0,8,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,11
22,Y TSUNODA,JPN,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,10,0,0,0.0,10,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,14
22,Y TSUNODA,JPN,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,10,0,0,0.0,10,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,14
23,A ALBON,THA,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,14,0,0,0.0,14,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,16
23,A ALBON,THA,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,14,0,0,0.0,14,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,16
24,G ZHOU,CHN,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,18,0,0,0.0,20,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,19
24,G ZHOU,CHN,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,18,0,0,0.0,20,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,19
27,N HULKENBERG,GER,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,11,0,0,0.0,11,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,8
27,N HULKENBERG,GER,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,11,0,0,0.0,11,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,8
30,L LAWSON,NZL,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,19,0,0,0.0,13,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,9
30,L LAWSON,NZL,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,19,0,0,0.0,13,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,9
31,E OCON,FRA,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,12,0,0,0.0,17,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,18
31,E OCON,FRA,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,12,0,0,0.0,17,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,18
43,F COLAPINTO,ARG,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,15,0,0,0.0,19,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,10
43,F COLAPINTO,ARG,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,15,0,0,0.0,19,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,10
44,L HAMILTON,GBR,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,17,1,0,0.0,6,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,20
44,L HAMILTON,GBR,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,17,1,0,0.0,6,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,20
55,C SAINZ,ESP,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,3,2,0,0.0,1,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,2
55,C SAINZ,ESP,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,3,2,0,0.0,1,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,2
63,G RUSSELL,GBR,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,20,3,0,0.0,7,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,6
63,G RUSSELL,GBR,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,20,3,0,0.0,7,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,6
77,V BOTTAS,FIN,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,16,0,0,0.0,18,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,17
77,V BOTTAS,FIN,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,16,0,0,0.0,18,1,0,1,0,0,0,1,1,0,26.89,43.23,47.36,1007.66,0,1.61,17
81,O PIASTRI,AUS,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,5,2,0,0.0,5,1,0,1,0,0,0,1,1,5,26.89,43.23,47.36,1007.66,0,1.61,5
81,O PIASTRI,AUS,2024,Sprint,2024-10-19,18:00:00,2024-10-19,19:00:00,-05:00:00,5,2,0,0.0,5,1,0,1,0,0,0,1,1,5,26.89,43.23,47.36,1007.66,0,1.61,5
1,M VERSTAPPEN,NED,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,2,32,1,24.2,3,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,3
1,M VERSTAPPEN,NED,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,2,32,1,24.2,3,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,3
4,L NORRIS,GBR,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,1,4,1,23.7,4,2,0,1,1,0,1,4,3,5,28.12,46.6,35.54,1006.51,0,1.5,4
4,L NORRIS,GBR,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,1,4,1,23.7,4,2,0,1,1,0,1,4,3,5,28.12,46.6,35.54,1006.51,0,1.5,4
10,P GASLY,FRA,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,6,0,1,28.2,12,2,0,1,1,0,1,4,3,5,28.12,46.6,35.54,1006.51,0,1.5,12
10,P GASLY,FRA,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,6,0,1,28.2,12,2,0,1,1,0,1,4,3,5,28.12,46.6,35.54,1006.51,0,1.5,12
11,S PEREZ,MEX,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,9,3,1,23.5,16,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,7
11,S PEREZ,MEX,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,9,3,1,23.5,16,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,7
14,F ALONSO,ESP,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,7,0,1,24.2,9,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,13
14,F ALONSO,ESP,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,7,0,1,24.2,9,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,13
16,C LECLERC,MON,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,4,2,1,23.8,2,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,1
16,C LECLERC,MON,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,4,3,1,23.8,2,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,1
18,L STROLL,CAN,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,13,0,1,26.3,15,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,15
18,L STROLL,CAN,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,13,0,1,26.3,15,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,15
20,K MAGNUSSEN,DEN,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,8,0,2,23.95,8,3,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,11
20,K MAGNUSSEN,DEN,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,8,0,2,23.95,8,3,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,11
22,Y TSUNODA,JPN,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,10,0,1,24.1,10,2,0,1,1,0,1,4,3,5,28.12,46.6,35.54,1006.51,0,1.5,14
22,Y TSUNODA,JPN,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,10,0,1,24.1,10,2,0,1,1,0,1,4,3,5,28.12,46.6,35.54,1006.51,0,1.5,14
23,A ALBON,THA,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,14,0,2,29.6,14,3,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,16
23,A ALBON,THA,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,14,0,2,29.6,14,3,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,16
24,G ZHOU,CHN,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,18,0,2,24.6,20,3,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,19
24,G ZHOU,CHN,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,18,0,2,24.6,20,3,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,19
27,N HULKENBERG,GER,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,11,0,1,24.5,11,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,8
27,N HULKENBERG,GER,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,11,0,1,24.5,11,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,8
30,L LAWSON,NZL,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,19,0,1,23.8,13,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,9
30,L LAWSON,NZL,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,19,0,1,23.8,13,2,0,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,9
31,E OCON,FRA,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,12,0,2,25.1,17,3,1,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,18
31,E OCON,FRA,2024,Race,2024-10-20,19:00:00,2024-10-20,21:00:00,-05:00:00,12,0,2,25.1,17,3,1,1,1,0,1,4,3,0,28.12,46.6,35.54,1006.51,0,1.5,18
